une bonne suite pour les aventures de sonic au cinéma deja le premier film était super bienun bon divertissement pour toute la famille avec un jim carrey en pleine formeune suite explosive trop cool,"4,0"
"Cette suite de sonic est incroyable !Le fan que je suis est ravi, en 1992 quand j y jouais sur megadrive on m aurait montré ce film je serais devenu dingue !L univers du jeu est parfaitement respecté, avec amour et passion 
spoiler: 
 Tails et son avion, knuckle, robotnik et ses robot guêpes, sonic au fond de l eau qui absorbe des bulles d oxygene, les émeraudes, les clins d œil à droite à gauche qui rendent hommage au jeu, et bon sang la transformation en SUPER SONIC !!!!! Juste magnifique 
 l'histoire est toujours aussi sympathique avec Sonic et sa petite famille adoptive, et Jim Carrey est incroyable en Eggman...Ce film est une merveille vivement la suite","5,0"
Très bon film ont retrouve ce qui fait l’esprit de Sonic dans ce film clairement un cran en plus du premier je trouve est reste un très bon film d’aventure d’action familiale pour toutes la famille foncé le voir vous ne s’aurait pas déçu 😉😊,"4,5"
"Super film de ouf, le fait que Knuckles soit du côté d'Eggman au début, les références aux jeux de base et la fidélité aux jeux de base c'est vraiment un truc que j'ai vachement apprécié dans tout le film, l'inclusion de Tails, Knuckles, la Master Emerald
spoiler: 
, les Chaos Emeralds et même SUPER SONIC
 c'est vraiment très fun à regarder en tant que fan de Sonic surtout les scènes où Sonic court vite (ça semble bête à dire comme ça mais 
spoiler: 
par exemple la scène où Sonic court sur l'eau et esquive les vagues
 c'est vraiment cool), 
spoiler: 
la scène de course poursuite entre Knuckles et Sonic & Tails, dans le temple de la Master Emerald, et surtout le combat final
 bref y'a plein de trucs très stylés dans ce film, la CGI marche super bien, la VF est bien notamment Sonic Tails et Knuckles qui ont des super voix, même Sonic n'en déplaise à tous les haters de Malik Bentalha bref c'est un film très sympa même si 
spoiler: 
y'a des scènes avec les humains franchement pas super utiles mais qui sont plus fun que dans le premier
 donc ça va tranquille. 
spoiler: 
Puis la scène post-crédit qui annonce un 3 avec SHADOW ça me hype bien","4,0"
"Malgré deux nouveaux personnages de l'univers du jeu vidéo ""SONIC"" (Knuckles et Tails), nous sommes assez loin de la catchline de l'affiche ""2 fois plus de fun"".On tend plutôt vers ""2 fois moins d'étonnement"" si l'on se réfère au premier opus sorti en 2020, qui avait le double mérite de la nouveauté et de l'effet de surprise.C'est malheureusement le risque avec les ""suites"", il faut savoir conforter les fans dans une zone connue et appréciée, mais réussir également à relancer l'intérêt en osant quelques nouvelles recettes...Ce Sonic version 2 distrait et amuse dans un rythme souvent soutenu, c'est certain, mais n'arrive pas vraiment à insuffler quelque chose de totalement novateur en comparaison de son prédécesseur.Jim Carrey est par contre toujours aussi piqué et succulent !!Assez plaisant, mais finalement un léger ton au-dessous du numéro 1.Site CINEMADOURG.free.fr","3,0"
une bonne suite pour les aventures de sonic au cinéma deja le premier film était super bienun bon divertissement pour toute la famille avec un jim carrey en pleine formeune suite explosive trop cool,"4,0"
"Cette suite de sonic est incroyable !Le fan que je suis est ravi, en 1992 quand j y jouais sur megadrive on m aurait montré ce film je serais devenu dingue !L univers du jeu est parfaitement respecté, avec amour et passion 
spoiler: 
 Tails et son avion, knuckle, robotnik et ses robot guêpes, sonic au fond de l eau qui absorbe des bulles d oxygene, les émeraudes, les clins d œil à droite à gauche qui rendent hommage au jeu, et bon sang la transformation en SUPER SONIC !!!!! Juste magnifique 
 l'histoire est toujours aussi sympathique avec Sonic et sa petite famille adoptive, et Jim Carrey est incroyable en Eggman...Ce film est une merveille vivement la suite","5,0"
Très bon film ont retrouve ce qui fait l’esprit de Sonic dans ce film clairement un cran en plus du premier je trouve est reste un très bon film d’aventure d’action familiale pour toutes la famille foncé le voir vous ne s’aurait pas déçu 😉😊,"4,5"
"Super film de ouf, le fait que Knuckles soit du côté d'Eggman au début, les références aux jeux de base et la fidélité aux jeux de base c'est vraiment un truc que j'ai vachement apprécié dans tout le film, l'inclusion de Tails, Knuckles, la Master Emerald
spoiler: 
, les Chaos Emeralds et même SUPER SONIC
 c'est vraiment très fun à regarder en tant que fan de Sonic surtout les scènes où Sonic court vite (ça semble bête à dire comme ça mais 
spoiler: 
par exemple la scène où Sonic court sur l'eau et esquive les vagues
 c'est vraiment cool), 
spoiler: 
la scène de course poursuite entre Knuckles et Sonic & Tails, dans le temple de la Master Emerald, et surtout le combat final
 bref y'a plein de trucs très stylés dans ce film, la CGI marche super bien, la VF est bien notamment Sonic Tails et Knuckles qui ont des super voix, même Sonic n'en déplaise à tous les haters de Malik Bentalha bref c'est un film très sympa même si 
spoiler: 
y'a des scènes avec les humains franchement pas super utiles mais qui sont plus fun que dans le premier
 donc ça va tranquille. 
spoiler: 
Puis la scène post-crédit qui annonce un 3 avec SHADOW ça me hype bien","4,0"
"Malgré deux nouveaux personnages de l'univers du jeu vidéo ""SONIC"" (Knuckles et Tails), nous sommes assez loin de la catchline de l'affiche ""2 fois plus de fun"".On tend plutôt vers ""2 fois moins d'étonnement"" si l'on se réfère au premier opus sorti en 2020, qui avait le double mérite de la nouveauté et de l'effet de surprise.C'est malheureusement le risque avec les ""suites"", il faut savoir conforter les fans dans une zone connue et appréciée, mais réussir également à relancer l'intérêt en osant quelques nouvelles recettes...Ce Sonic version 2 distrait et amuse dans un rythme souvent soutenu, c'est certain, mais n'arrive pas vraiment à insuffler quelque chose de totalement novateur en comparaison de son prédécesseur.Jim Carrey est par contre toujours aussi piqué et succulent !!Assez plaisant, mais finalement un léger ton au-dessous du numéro 1.Site CINEMADOURG.free.fr","3,0"
"Super à voir en famille, parent enfants, aucun des deux ne vont s'ennuyer, bien rythmé avec des scènes que j'ai trouvé amusantes.(Jim Carrey toujours aussi exceptionnel dans ce personnage).","4,0"
une bonne suite pour les aventures de sonic au cinéma deja le premier film était super bienun bon divertissement pour toute la famille avec un jim carrey en pleine formeune suite explosive trop cool,"4,0"
"Cette suite de sonic est incroyable !Le fan que je suis est ravi, en 1992 quand j y jouais sur megadrive on m aurait montré ce film je serais devenu dingue !L univers du jeu est parfaitement respecté, avec amour et passion 
spoiler: 
 Tails et son avion, knuckle, robotnik et ses robot guêpes, sonic au fond de l eau qui absorbe des bulles d oxygene, les émeraudes, les clins d œil à droite à gauche qui rendent hommage au jeu, et bon sang la transformation en SUPER SONIC !!!!! Juste magnifique 
 l'histoire est toujours aussi sympathique avec Sonic et sa petite famille adoptive, et Jim Carrey est incroyable en Eggman...Ce film est une merveille vivement la suite","5,0"
Très bon film ont retrouve ce qui fait l’esprit de Sonic dans ce film clairement un cran en plus du premier je trouve est reste un très bon film d’aventure d’action familiale pour toutes la famille foncé le voir vous ne s’aurait pas déçu 😉😊,"4,5"
"Super film de ouf, le fait que Knuckles soit du côté d'Eggman au début, les références aux jeux de base et la fidélité aux jeux de base c'est vraiment un truc que j'ai vachement apprécié dans tout le film, l'inclusion de Tails, Knuckles, la Master Emerald
spoiler: 
, les Chaos Emeralds et même SUPER SONIC
 c'est vraiment très fun à regarder en tant que fan de Sonic surtout les scènes où Sonic court vite (ça semble bête à dire comme ça mais 
spoiler: 
par exemple la scène où Sonic court sur l'eau et esquive les vagues
 c'est vraiment cool), 
spoiler: 
la scène de course poursuite entre Knuckles et Sonic & Tails, dans le temple de la Master Emerald, et surtout le combat final
 bref y'a plein de trucs très stylés dans ce film, la CGI marche super bien, la VF est bien notamment Sonic Tails et Knuckles qui ont des super voix, même Sonic n'en déplaise à tous les haters de Malik Bentalha bref c'est un film très sympa même si 
spoiler: 
y'a des scènes avec les humains franchement pas super utiles mais qui sont plus fun que dans le premier
 donc ça va tranquille. 
spoiler: 
Puis la scène post-crédit qui annonce un 3 avec SHADOW ça me hype bien","4,0"
"Malgré deux nouveaux personnages de l'univers du jeu vidéo ""SONIC"" (Knuckles et Tails), nous sommes assez loin de la catchline de l'affiche ""2 fois plus de fun"".On tend plutôt vers ""2 fois moins d'étonnement"" si l'on se réfère au premier opus sorti en 2020, qui avait le double mérite de la nouveauté et de l'effet de surprise.C'est malheureusement le risque avec les ""suites"", il faut savoir conforter les fans dans une zone connue et appréciée, mais réussir également à relancer l'intérêt en osant quelques nouvelles recettes...Ce Sonic version 2 distrait et amuse dans un rythme souvent soutenu, c'est certain, mais n'arrive pas vraiment à insuffler quelque chose de totalement novateur en comparaison de son prédécesseur.Jim Carrey est par contre toujours aussi piqué et succulent !!Assez plaisant, mais finalement un léger ton au-dessous du numéro 1.Site CINEMADOURG.free.fr","3,0"
"Super à voir en famille, parent enfants, aucun des deux ne vont s'ennuyer, bien rythmé avec des scènes que j'ai trouvé amusantes.(Jim Carrey toujours aussi exceptionnel dans ce personnage).","4,0"
"----------------------------POST-GENERIQUE----------------------------Plus ambitieux que le premier sur nombreux éléments, mais d'un autre côté... Le premier était pour un public enfant (béta) ET les adultes: il y a des ester eggs, une seconde lecture (bien que légère) etc...Mais là c'est avant tout plaire aux jeunes enfants... et si ça plait aux adultes c'est bonus.Salle comble (d'enfants), les quelques éléments du premier où on se retrouve enfoncé dans le siège avec un Sonic insupportable sont poussés au paroxysme; des vans dignes d’un autre siècle ne fonctionnant pas (ou faisant au mieux sourire gras), un Sonic préado en roue libre, un Robotnik alias Jim Carrey en roue libre: tout est caricatural; Les gadgets de Tails sont des cochonneries en plastique directement sortis des magasins de produits dérivés du film, avec, à côté, un lot de sucettes (robots, émeraudes, nouveaux personnages, refs à différents jeux, etc…) mais n’ayant jamais le bon emballage! (la séquence à Seattle se terminant avec de l’eau sortant des égouts et un Sonic regardant le spectacle sous la pleine Lune à l’instar du début de ‘Sonic Adventure’, avec le mot ‘Chaos’ apparaissant même dans le titre du journal du lendemain, mais sans que Chaos n’apparaisse jamais (ni Tikal)), tous les appareils de Robotnik, bien qu’ayant souvent des traits fidèles: d’un blanc immaculé, Robotnik lui-même: enfin dans sa veste rouge: mais pas celle que l’on connait, le biplan de Tails est rouge au lieu d’être jaune, Tails, qui, au-delà de sa voix ‘particulière’ dans la VF, n’est pas du tout développé; L’’émeraude mère’, parce qu’il faut que les personnages puissent la prendre dans leur main: a une taille semblable aux 7 émeraudes, 7 émeraudes qui quant-à elles se retrouvent à être minuscules (et pour le coup ridicules), des plans faisant penser à ceux de Sonic Adventure (et sa forêt labyrinthique), mais là uniquement pour la déco, les yeux de Knuckle qui s’illuminent on ne sait pas trop pourquoi, « l’île », sortant de l’eau, mais ne s’envolant pas, et en parallèle: Knukles qui utilise ses points pour escalader, Tails qui vole en tenant Sonic par la main, Sonic utilisant sa forme sphérique pour se battre, dont la vitesse lui permet de se retrouver coller à des parois, pleins de détails propres aux jeux, montrés, mais au final au second plan (surf sur un débris de robot), derrière une nouvelle scène de danse n’ayant rien à faire là mais beaucoup plus longue et beaucoup plus gênante que dans le premier, un humour ‘péter-roter’ plus poussé, des éléments de détail dans le premier qui arrivent au premier plan dans le 2 gagnant en infantilité, cassant l’effort avec la facilité, le scénario tenant sur trois pages; Le film en parvient à être moins fidèle à l’univers de Sonic malgré qu’il en montre bien plus que son prédécesseur.Plus riche, mieux abouti, mais sortant du spectacle de trop nombreuses fois.Trop joyeux, malgré des passages plus grave (les scènes de destruction du dernier acte sont plutôt saisissantes): Sonic, blessé, recouvert de boue, des blessures sur le front de sa famille humaine dans un lieu hautement dangereux et risquant la mort: mais à l’humeur jamais éteinte.Une introduction du GUN que l’on peut presque manquer.","3,0"
une bonne suite pour les aventures de sonic au cinéma deja le premier film était super bienun bon divertissement pour toute la famille avec un jim carrey en pleine formeune suite explosive trop cool,"4,0"
"Cette suite de sonic est incroyable !Le fan que je suis est ravi, en 1992 quand j y jouais sur megadrive on m aurait montré ce film je serais devenu dingue !L univers du jeu est parfaitement respecté, avec amour et passion 
spoiler: 
 Tails et son avion, knuckle, robotnik et ses robot guêpes, sonic au fond de l eau qui absorbe des bulles d oxygene, les émeraudes, les clins d œil à droite à gauche qui rendent hommage au jeu, et bon sang la transformation en SUPER SONIC !!!!! Juste magnifique 
 l'histoire est toujours aussi sympathique avec Sonic et sa petite famille adoptive, et Jim Carrey est incroyable en Eggman...Ce film est une merveille vivement la suite","5,0"
Très bon film ont retrouve ce qui fait l’esprit de Sonic dans ce film clairement un cran en plus du premier je trouve est reste un très bon film d’aventure d’action familiale pour toutes la famille foncé le voir vous ne s’aurait pas déçu 😉😊,"4,5"
"Super film de ouf, le fait que Knuckles soit du côté d'Eggman au début, les références aux jeux de base et la fidélité aux jeux de base c'est vraiment un truc que j'ai vachement apprécié dans tout le film, l'inclusion de Tails, Knuckles, la Master Emerald
spoiler: 
, les Chaos Emeralds et même SUPER SONIC
 c'est vraiment très fun à regarder en tant que fan de Sonic surtout les scènes où Sonic court vite (ça semble bête à dire comme ça mais 
spoiler: 
par exemple la scène où Sonic court sur l'eau et esquive les vagues
 c'est vraiment cool), 
spoiler: 
la scène de course poursuite entre Knuckles et Sonic & Tails, dans le temple de la Master Emerald, et surtout le combat final
 bref y'a plein de trucs très stylés dans ce film, la CGI marche super bien, la VF est bien notamment Sonic Tails et Knuckles qui ont des super voix, même Sonic n'en déplaise à tous les haters de Malik Bentalha bref c'est un film très sympa même si 
spoiler: 
y'a des scènes avec les humains franchement pas super utiles mais qui sont plus fun que dans le premier
 donc ça va tranquille. 
spoiler: 
Puis la scène post-crédit qui annonce un 3 avec SHADOW ça me hype bien","4,0"
"Malgré deux nouveaux personnages de l'univers du jeu vidéo ""SONIC"" (Knuckles et Tails), nous sommes assez loin de la catchline de l'affiche ""2 fois plus de fun"".On tend plutôt vers ""2 fois moins d'étonnement"" si l'on se réfère au premier opus sorti en 2020, qui avait le double mérite de la nouveauté et de l'effet de surprise.C'est malheureusement le risque avec les ""suites"", il faut savoir conforter les fans dans une zone connue et appréciée, mais réussir également à relancer l'intérêt en osant quelques nouvelles recettes...Ce Sonic version 2 distrait et amuse dans un rythme souvent soutenu, c'est certain, mais n'arrive pas vraiment à insuffler quelque chose de totalement novateur en comparaison de son prédécesseur.Jim Carrey est par contre toujours aussi piqué et succulent !!Assez plaisant, mais finalement un léger ton au-dessous du numéro 1.Site CINEMADOURG.free.fr","3,0"
"Super à voir en famille, parent enfants, aucun des deux ne vont s'ennuyer, bien rythmé avec des scènes que j'ai trouvé amusantes.(Jim Carrey toujours aussi exceptionnel dans ce personnage).","4,0"
"----------------------------POST-GENERIQUE----------------------------Plus ambitieux que le premier sur nombreux éléments, mais d'un autre côté... Le premier était pour un public enfant (béta) ET les adultes: il y a des ester eggs, une seconde lecture (bien que légère) etc...Mais là c'est avant tout plaire aux jeunes enfants... et si ça plait aux adultes c'est bonus.Salle comble (d'enfants), les quelques éléments du premier où on se retrouve enfoncé dans le siège avec un Sonic insupportable sont poussés au paroxysme; des vans dignes d’un autre siècle ne fonctionnant pas (ou faisant au mieux sourire gras), un Sonic préado en roue libre, un Robotnik alias Jim Carrey en roue libre: tout est caricatural; Les gadgets de Tails sont des cochonneries en plastique directement sortis des magasins de produits dérivés du film, avec, à côté, un lot de sucettes (robots, émeraudes, nouveaux personnages, refs à différents jeux, etc…) mais n’ayant jamais le bon emballage! (la séquence à Seattle se terminant avec de l’eau sortant des égouts et un Sonic regardant le spectacle sous la pleine Lune à l’instar du début de ‘Sonic Adventure’, avec le mot ‘Chaos’ apparaissant même dans le titre du journal du lendemain, mais sans que Chaos n’apparaisse jamais (ni Tikal)), tous les appareils de Robotnik, bien qu’ayant souvent des traits fidèles: d’un blanc immaculé, Robotnik lui-même: enfin dans sa veste rouge: mais pas celle que l’on connait, le biplan de Tails est rouge au lieu d’être jaune, Tails, qui, au-delà de sa voix ‘particulière’ dans la VF, n’est pas du tout développé; L’’émeraude mère’, parce qu’il faut que les personnages puissent la prendre dans leur main: a une taille semblable aux 7 émeraudes, 7 émeraudes qui quant-à elles se retrouvent à être minuscules (et pour le coup ridicules), des plans faisant penser à ceux de Sonic Adventure (et sa forêt labyrinthique), mais là uniquement pour la déco, les yeux de Knuckle qui s’illuminent on ne sait pas trop pourquoi, « l’île », sortant de l’eau, mais ne s’envolant pas, et en parallèle: Knukles qui utilise ses points pour escalader, Tails qui vole en tenant Sonic par la main, Sonic utilisant sa forme sphérique pour se battre, dont la vitesse lui permet de se retrouver coller à des parois, pleins de détails propres aux jeux, montrés, mais au final au second plan (surf sur un débris de robot), derrière une nouvelle scène de danse n’ayant rien à faire là mais beaucoup plus longue et beaucoup plus gênante que dans le premier, un humour ‘péter-roter’ plus poussé, des éléments de détail dans le premier qui arrivent au premier plan dans le 2 gagnant en infantilité, cassant l’effort avec la facilité, le scénario tenant sur trois pages; Le film en parvient à être moins fidèle à l’univers de Sonic malgré qu’il en montre bien plus que son prédécesseur.Plus riche, mieux abouti, mais sortant du spectacle de trop nombreuses fois.Trop joyeux, malgré des passages plus grave (les scènes de destruction du dernier acte sont plutôt saisissantes): Sonic, blessé, recouvert de boue, des blessures sur le front de sa famille humaine dans un lieu hautement dangereux et risquant la mort: mais à l’humeur jamais éteinte.Une introduction du GUN que l’on peut presque manquer.","3,0"
"Bon alors je trouve que la transposition de l'univers Sonic dans le monde réel est assez réussie, les personnages sont attachants et l'écriture est plutôt correcte. Les personnages rigolos se succèdent et Jim Carrey est succulent en Robotnik complètement barge. Bon par contre c'est vrai que passé 12 ans on risque de s'ennuyer tant le scénario est plat, les quarantenaires en quête de références s'approchant du matériau orignal seront aussi un peu déçus par le manque de substance. Disons que ça aurait pu être pire.","2,5"
une bonne suite pour les aventures de sonic au cinéma deja le premier film était super bienun bon divertissement pour toute la famille avec un jim carrey en pleine formeune suite explosive trop cool,"4,0"
"Cette suite de sonic est incroyable !Le fan que je suis est ravi, en 1992 quand j y jouais sur megadrive on m aurait montré ce film je serais devenu dingue !L univers du jeu est parfaitement respecté, avec amour et passion 
spoiler: 
 Tails et son avion, knuckle, robotnik et ses robot guêpes, sonic au fond de l eau qui absorbe des bulles d oxygene, les émeraudes, les clins d œil à droite à gauche qui rendent hommage au jeu, et bon sang la transformation en SUPER SONIC !!!!! Juste magnifique 
 l'histoire est toujours aussi sympathique avec Sonic et sa petite famille adoptive, et Jim Carrey est incroyable en Eggman...Ce film est une merveille vivement la suite","5,0"
Très bon film ont retrouve ce qui fait l’esprit de Sonic dans ce film clairement un cran en plus du premier je trouve est reste un très bon film d’aventure d’action familiale pour toutes la famille foncé le voir vous ne s’aurait pas déçu 😉😊,"4,5"
"Super film de ouf, le fait que Knuckles soit du côté d'Eggman au début, les références aux jeux de base et la fidélité aux jeux de base c'est vraiment un truc que j'ai vachement apprécié dans tout le film, l'inclusion de Tails, Knuckles, la Master Emerald
spoiler: 
, les Chaos Emeralds et même SUPER SONIC
 c'est vraiment très fun à regarder en tant que fan de Sonic surtout les scènes où Sonic court vite (ça semble bête à dire comme ça mais 
spoiler: 
par exemple la scène où Sonic court sur l'eau et esquive les vagues
 c'est vraiment cool), 
spoiler: 
la scène de course poursuite entre Knuckles et Sonic & Tails, dans le temple de la Master Emerald, et surtout le combat final
 bref y'a plein de trucs très stylés dans ce film, la CGI marche super bien, la VF est bien notamment Sonic Tails et Knuckles qui ont des super voix, même Sonic n'en déplaise à tous les haters de Malik Bentalha bref c'est un film très sympa même si 
spoiler: 
y'a des scènes avec les humains franchement pas super utiles mais qui sont plus fun que dans le premier
 donc ça va tranquille. 
spoiler: 
Puis la scène post-crédit qui annonce un 3 avec SHADOW ça me hype bien","4,0"
"Malgré deux nouveaux personnages de l'univers du jeu vidéo ""SONIC"" (Knuckles et Tails), nous sommes assez loin de la catchline de l'affiche ""2 fois plus de fun"".On tend plutôt vers ""2 fois moins d'étonnement"" si l'on se réfère au premier opus sorti en 2020, qui avait le double mérite de la nouveauté et de l'effet de surprise.C'est malheureusement le risque avec les ""suites"", il faut savoir conforter les fans dans une zone connue et appréciée, mais réussir également à relancer l'intérêt en osant quelques nouvelles recettes...Ce Sonic version 2 distrait et amuse dans un rythme souvent soutenu, c'est certain, mais n'arrive pas vraiment à insuffler quelque chose de totalement novateur en comparaison de son prédécesseur.Jim Carrey est par contre toujours aussi piqué et succulent !!Assez plaisant, mais finalement un léger ton au-dessous du numéro 1.Site CINEMADOURG.free.fr","3,0"
"Super à voir en famille, parent enfants, aucun des deux ne vont s'ennuyer, bien rythmé avec des scènes que j'ai trouvé amusantes.(Jim Carrey toujours aussi exceptionnel dans ce personnage).","4,0"
"----------------------------POST-GENERIQUE----------------------------Plus ambitieux que le premier sur nombreux éléments, mais d'un autre côté... Le premier était pour un public enfant (béta) ET les adultes: il y a des ester eggs, une seconde lecture (bien que légère) etc...Mais là c'est avant tout plaire aux jeunes enfants... et si ça plait aux adultes c'est bonus.Salle comble (d'enfants), les quelques éléments du premier où on se retrouve enfoncé dans le siège avec un Sonic insupportable sont poussés au paroxysme; des vans dignes d’un autre siècle ne fonctionnant pas (ou faisant au mieux sourire gras), un Sonic préado en roue libre, un Robotnik alias Jim Carrey en roue libre: tout est caricatural; Les gadgets de Tails sont des cochonneries en plastique directement sortis des magasins de produits dérivés du film, avec, à côté, un lot de sucettes (robots, émeraudes, nouveaux personnages, refs à différents jeux, etc…) mais n’ayant jamais le bon emballage! (la séquence à Seattle se terminant avec de l’eau sortant des égouts et un Sonic regardant le spectacle sous la pleine Lune à l’instar du début de ‘Sonic Adventure’, avec le mot ‘Chaos’ apparaissant même dans le titre du journal du lendemain, mais sans que Chaos n’apparaisse jamais (ni Tikal)), tous les appareils de Robotnik, bien qu’ayant souvent des traits fidèles: d’un blanc immaculé, Robotnik lui-même: enfin dans sa veste rouge: mais pas celle que l’on connait, le biplan de Tails est rouge au lieu d’être jaune, Tails, qui, au-delà de sa voix ‘particulière’ dans la VF, n’est pas du tout développé; L’’émeraude mère’, parce qu’il faut que les personnages puissent la prendre dans leur main: a une taille semblable aux 7 émeraudes, 7 émeraudes qui quant-à elles se retrouvent à être minuscules (et pour le coup ridicules), des plans faisant penser à ceux de Sonic Adventure (et sa forêt labyrinthique), mais là uniquement pour la déco, les yeux de Knuckle qui s’illuminent on ne sait pas trop pourquoi, « l’île », sortant de l’eau, mais ne s’envolant pas, et en parallèle: Knukles qui utilise ses points pour escalader, Tails qui vole en tenant Sonic par la main, Sonic utilisant sa forme sphérique pour se battre, dont la vitesse lui permet de se retrouver coller à des parois, pleins de détails propres aux jeux, montrés, mais au final au second plan (surf sur un débris de robot), derrière une nouvelle scène de danse n’ayant rien à faire là mais beaucoup plus longue et beaucoup plus gênante que dans le premier, un humour ‘péter-roter’ plus poussé, des éléments de détail dans le premier qui arrivent au premier plan dans le 2 gagnant en infantilité, cassant l’effort avec la facilité, le scénario tenant sur trois pages; Le film en parvient à être moins fidèle à l’univers de Sonic malgré qu’il en montre bien plus que son prédécesseur.Plus riche, mieux abouti, mais sortant du spectacle de trop nombreuses fois.Trop joyeux, malgré des passages plus grave (les scènes de destruction du dernier acte sont plutôt saisissantes): Sonic, blessé, recouvert de boue, des blessures sur le front de sa famille humaine dans un lieu hautement dangereux et risquant la mort: mais à l’humeur jamais éteinte.Une introduction du GUN que l’on peut presque manquer.","3,0"
"Bon alors je trouve que la transposition de l'univers Sonic dans le monde réel est assez réussie, les personnages sont attachants et l'écriture est plutôt correcte. Les personnages rigolos se succèdent et Jim Carrey est succulent en Robotnik complètement barge. Bon par contre c'est vrai que passé 12 ans on risque de s'ennuyer tant le scénario est plat, les quarantenaires en quête de références s'approchant du matériau orignal seront aussi un peu déçus par le manque de substance. Disons que ça aurait pu être pire.","2,5"
La cible est clairement les enfants mais sinon c'est un bon divertissement; je pense que j'aurais adorer à 10-12 ans.Le film est généreux et le personnage de Sonic est très réussi; c'est un pur héros à la Luffy ou Naruto qui ne tombe jamais dans l'apitoiement de l'adolescent relou.Point négatif: le personnage de Jim Carrey et les scènes de surjeu vraiment longues et ratées (dans le doute cela est peut-être imputable à la vf).,"3,0"
une bonne suite pour les aventures de sonic au cinéma deja le premier film était super bienun bon divertissement pour toute la famille avec un jim carrey en pleine formeune suite explosive trop cool,"4,0"
